Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2014-01-05,5,January,2014,32,Young Adults (25-34),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,58,45,103
2016-01-05,5,January,2016,32,Young Adults (25-34),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,116,90,206
2014-06-24,24,June,2014,35,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
2016-06-24,24,June,2016,35,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
2014-02-21,21,February,2014,17,Youth (<25),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
2016-02-21,21,February,2016,17,Youth (<25),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,292,270,562
2014-03-18,18,March,2014,40,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,508,315,823
2016-03-18,18,March,2016,40,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
2014-06-05,5,June,2014,40,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
2016-06-05,5,June,2016,40,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
2013-11-28,28,November,2013,40,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,486,450,936
2015-11-28,28,November,2015,40,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
2014-06-19,19,June,2014,40,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,27,45,120,1312,1215,2527
2016-06-19,19,June,2016,40,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,26,45,120,1264,1170,2434
2013-12-27,27,December,2013,43,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470
2015-12-27,27,December,2015,43,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
2014-02-04,4,February,2014,48,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
2016-02-04,4,February,2016,48,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,466,360,826
2014-05-22,22,May,2014,48,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,19,45,120,1106,855,1961
2016-05-22,22,May,2016,48,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,18,45,120,1048,810,1858
2013-10-20,20,October,2013,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
2015-10-20,20,October,2015,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
2013-11-24,24,November,2013,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
2015-11-24,24,November,2015,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
2014-02-01,1,February,2014,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
2016-02-01,1,February,2016,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470
2014-06-03,3,June,2014,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
2016-06-03,3,June,2016,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
2013-10-03,3,October,2013,34,Young Adults (25-34),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,524,405,929
2015-10-03,3,October,2015,34,Young Adults (25-34),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,407,315,722
2014-05-16,16,May,2014,34,Young Adults (25-34),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,233,180,413
2016-05-16,16,May,2016,34,Young Adults (25-34),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,116,90,206
2013-10-27,27,October,2013,32,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,238,180,418
2015-10-27,27,October,2015,32,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,238,180,418
2013-07-22,22,July,2013,18,Youth (<25),F,United States,California,Accessories,Bike Stands,Hitch Rack - 4-Bike,4,45,120,290,180,470
2015-07-22,22,July,2015,18,Youth (<25),F,United States,California,Accessories,Bike Stands,Hitch Rack - 4-Bike,3,45,120,218,135,353
2013-10-10,10,October,2013,18,Youth (<25),F,United States,California,Accessories,Bike Stands,Hitch Rack - 4-Bike,3,45,120,218,135,353
2015-10-10,10,October,2015,18,Youth (<25),F,United States,California,Accessories,Bike Stands,Hitch Rack - 4-Bike,2,45,120,145,90,235
2013-08-14,14,August,2013,24,Youth (<25),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
2015-08-14,14,August,2015,24,Youth (<25),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
2013-12-28,28,December,2013,24,Youth (<25),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
2015-12-28,28,December,2015,24,Youth (<25),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
2013-08-29,29,August,2013,40,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
2015-08-29,29,August,2015,40,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
2013-10-09,9,October,2013,35,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,298,236,534
2015-10-09,9,October,2015,35,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,149,118,267
2014-03-12,12,March,2014,53,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2016-03-12,12,March,2016,53,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2014-01-21,21,January,2014,51,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
2016-01-21,21,January,2016,51,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
2013-08-11,11,August,2013,50,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
2015-08-11,11,August,2015,50,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,689,413,1102
2014-07-12,12,July,2014,50,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,886,531,1417
2016-07-12,12,July,2016,50,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,886,531,1417
2013-09-05,5,September,2013,47,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2015-09-05,5,September,2015,47,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,197,118,315
2013-11-25,25,November,2013,47,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
2015-11-25,25,November,2015,47,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
2014-02-20,20,February,2014,40,Adults (35-64),F,France,Essonne,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
2016-02-20,20,February,2016,40,Adults (35-64),F,France,Essonne,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
2013-11-24,24,November,2013,41,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
2015-11-24,24,November,2015,41,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,1065,649,1714
2014-04-28,28,April,2014,37,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,787,472,1259
2016-04-28,28,April,2016,37,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
2013-08-03,3,August,2013,59,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2015-08-03,3,August,2015,59,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
2013-09-13,13,September,2013,52,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
2015-09-13,13,September,2015,52,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
2014-01-30,30,January,2014,44,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
2016-01-30,30,January,2016,44,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
2013-08-09,9,August,2013,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,333,295,628
2015-08-09,9,August,2015,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,133,118,251
2013-10-11,11,October,2013,33,Young Adults (25-34),M,France,Moselle,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,324,236,560
2015-10-11,11,October,2015,33,Young Adults (25-34),M,France,Moselle,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,324,236,560
2013-09-08,8,September,2013,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,590,354,944
2015-09-08,8,September,2015,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,787,472,1259
2013-12-19,19,December,2013,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,984,590,1574
2015-12-19,19,December,2015,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,1083,649,1732
2013-08-24,24,August,2013,38,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,194,118,312
2015-08-24,24,August,2015,38,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
2014-04-06,6,April,2014,38,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
2016-04-06,6,April,2016,38,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
2013-09-12,12,September,2013,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,671,531,1202
2015-09-12,12,September,2015,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,746,590,1336
2014-05-13,13,May,2014,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,522,413,935
2016-05-13,13,May,2016,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,447,354,801
2014-07-26,26,July,2014,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
2016-07-26,26,July,2016,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
2013-12-05,5,December,2013,24,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
2015-12-05,5,December,2015,24,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
2013-11-10,10,November,2013,25,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
2015-11-10,10,November,2015,25,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
2013-09-27,27,September,2013,28,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2015-09-27,27,September,2015,28,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2014-03-25,25,March,2014,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2016-03-25,25,March,2016,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2014-07-14,14,July,2014,33,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2016-07-14,14,July,2016,33,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
2013-11-17,17,November,2013,36,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,130,118,248
2015-11-17,17,November,2015,36,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,260,236,496
2013-12-19,19,December,2013,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,133,118,251
2015-12-19,19,December,2015,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,67,59,126
2013-09-10,10,September,2013,34,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,650,590,1240
2015-09-10,10,September,2015,34,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,585,531,1116
2013-08-17,17,August,2013,36,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,749,472,1221
2015-08-17,17,August,2015,36,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
2014-05-04,4,May,2014,24,Youth (<25),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,317,236,553
2016-05-04,4,May,2016,24,Youth (<25),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
2014-03-21,21,March,2014,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
2016-03-21,21,March,2016,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
2014-02-21,21,February,2014,33,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
2016-02-21,21,February,2016,33,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,281,177,458
2013-12-19,19,December,2013,19,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,843,531,1374
2015-12-19,19,December,2015,19,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,936,590,1526
2013-10-15,15,October,2013,57,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,585,531,1116
2015-10-15,15,October,2015,57,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,585,531,1116
2013-10-25,25,October,2013,23,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
2015-10-25,25,October,2015,23,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
2014-05-31,31,May,2014,24,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
2016-05-31,31,May,2016,24,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
2014-07-24,24,July,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
2016-07-24,24,July,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,159,118,277
2014-06-15,15,June,2014,25,Young Adults (25-34),M,Australia,South Australia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,714,590,1304
2016-06-15,15,June,2016,25,Young Adults (25-34),M,Australia,South Australia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,714,590,1304
2014-07-06,6,July,2014,26,Young Adults (25-34),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,671,531,1202
2016-07-06,6,July,2016,26,Young Adults (25-34),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,746,590,1336
2013-11-11,11,November,2013,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
2015-11-11,11,November,2015,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
2013-11-13,13,November,2013,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
2015-11-13,13,November,2015,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,317,236,553
2014-04-03,3,April,2014,37,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,197,118,315
2016-04-03,3,April,2016,37,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,197,118,315
2013-08-29,29,August,2013,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
2015-08-29,29,August,2015,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
2014-02-07,7,February,2014,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
2016-02-07,7,February,2016,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,317,236,553
2013-11-05,5,November,2013,32,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
2015-11-05,5,November,2015,32,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
2014-05-22,22,May,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
2016-05-22,22,May,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
2014-07-23,23,July,2014,44,Adults (35-64),F,Australia,South Australia,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
2016-07-23,23,July,2016,44,Adults (35-64),F,Australia,South Australia,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,143,118,261
2013-10-03,3,October,2013,51,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
2015-10-03,3,October,2015,51,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
2013-11-15,15,November,2013,64,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
2015-11-15,15,November,2015,64,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
2013-12-08,8,December,2013,55,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2015-12-08,8,December,2015,55,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2014-05-10,10,May,2014,52,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
2016-05-10,10,May,2016,52,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,1065,649,1714
2013-12-26,26,December,2013,43,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
2015-12-26,26,December,2015,43,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
2014-03-17,17,March,2014,54,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,187,118,305
2016-03-17,17,March,2016,54,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
2014-04-28,28,April,2014,24,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,655,413,1068
2016-04-28,28,April,2016,24,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,749,472,1221
2014-02-13,13,February,2014,63,Adults (35-64),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
2016-02-13,13,February,2016,63,Adults (35-64),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,143,118,261
2013-10-04,4,October,2013,33,Young Adults (25-34),M,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,889,590,1479
2015-10-04,4,October,2015,33,Young Adults (25-34),M,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,978,649,1627
2014-05-03,3,May,2014,20,Youth (<25),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,143,118,261
2016-05-03,3,May,2016,20,Youth (<25),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
2014-07-12,12,July,2014,20,Youth (<25),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
2016-07-12,12,July,2016,20,Youth (<25),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
2014-02-18,18,February,2014,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
2016-02-18,18,February,2016,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
2014-06-01,1,June,2014,37,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,533,472,1005
2016-06-01,1,June,2016,37,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,466,413,879
2013-08-12,12,August,2013,60,Adults (35-64),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,149,118,267
2015-08-12,12,August,2015,60,Adults (35-64),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
2014-03-17,17,March,2014,58,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
2016-03-17,17,March,2016,58,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
2014-05-17,17,May,2014,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,936,590,1526
2016-05-17,17,May,2016,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,936,590,1526
2014-04-11,11,April,2014,28,Young Adults (25-34),F,Germany,Bayern,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
2016-04-11,11,April,2016,28,Young Adults (25-34),F,Germany,Bayern,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,394,236,630
2013-12-19,19,December,2013,22,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
2015-12-19,19,December,2015,22,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
2014-01-26,26,January,2014,30,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,200,177,377
2016-01-26,26,January,2016,30,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,266,236,502
2013-08-23,23,August,2013,36,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
2015-08-23,23,August,2015,36,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
2014-02-19,19,February,2014,36,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
2016-02-19,19,February,2016,36,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
2013-09-19,19,September,2013,37,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,596,472,1068
2015-09-19,19,September,2015,37,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,522,413,935
2013-12-07,7,December,2013,45,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,389,295,684
2015-12-07,7,December,2015,45,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,155,118,273
2013-11-24,24,November,2013,33,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2015-11-24,24,November,2015,33,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2014-01-28,28,January,2014,36,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
2016-01-28,28,January,2016,36,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
